City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
465,Mecca,SA,75.7,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
468,Naron,ES,54.45,overcast clouds,43.5167,-8.1528,Marcial
470,Kindu,CD,68.79,light rain,-2.95,25.95,Résidence Okanda
472,Gillette,US,50.92,broken clouds,44.2911,-105.5022,National 9 Inn - Gillette WY
478,Biak,ID,81.36,overcast clouds,-0.9131,122.8766,Penginapan Kim
479,Meulaboh,ID,75.94,overcast clouds,4.1363,96.1285,Kost Pria
481,Kinablangan,PH,80.11,overcast clouds,7.6947,126.5503,The Butler’s Haus
483,Bismarck,US,51.64,clear sky,46.8083,-100.7837,Ramkota Hotel & Conference Center
484,Noumea,NC,89.58,clear sky,-22.2763,166.4572,Hôtel Le Lagon
486,Galle,LK,78.75,overcast clouds,6.0367,80.217,Amangalla
492,Scottsbluff,US,61.92,clear sky,41.8666,-103.6672,Hampton Inn & Suites Scottsbluff-Conference Center
497,Judaberg,NO,40.86,light rain,59.1659,5.8732,Utsyn misjonssenter
498,Suluova,TR,40.86,scattered clouds,40.8313,35.6479,GÜN APART
503,Menongue,AO,66.79,broken clouds,-14.6585,17.691,Ritz Lauca
505,Emerald,AU,82.54,scattered clouds,-23.5333,148.1667,The Irish Village
506,Buin,CL,71.92,few clouds,-33.7333,-70.75,Paihuen
507,Tual,ID,83.86,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
508,Riyadh,SA,64.54,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
509,Souillac,MU,73.78,few clouds,-20.5167,57.5167,Shanti Maurice Resort & Spa
510,Canoinhas,BR,63.16,clear sky,-26.1772,-50.39,Santa Catarina Plaza Hotel
511,Karratha,AU,89.51,clear sky,-20.7377,116.8463,ibis Styles Karratha
512,Alyangula,AU,84.07,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
513,Atherton,GB,40.55,moderate rain,53.5237,-2.4935,The Lion Inn
514,Nelson Bay,AU,62.65,overcast clouds,-32.7167,152.15,Mantra Nelson Bay
516,Tukrah,LY,65.7,overcast clouds,32.5341,20.5791,Lagrota restaurant
518,Nouadhibou,MR,69.78,scattered clouds,20.931,-17.0347,El Medina
519,Afua,BR,77.61,overcast clouds,-0.1567,-50.3867,Hotel Dias
521,Kapit,MY,73.81,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
522,Bela,IN,60.51,clear sky,25.9333,81.9833,Raj Bhawan
524,Zemio,CF,68.52,broken clouds,5.0314,25.1361,OCHA Office
527,Tooele,US,40.82,clear sky,40.5308,-112.2983,"Holiday Inn Express & Suites Tooele, an IHG Hotel"
528,Mount Gambier,AU,62.51,scattered clouds,-37.8333,140.7667,The Commodore
530,Eyl,SO,77.54,broken clouds,7.9803,49.8164,Amiin Hotel
535,Alugan,PH,82.6,overcast clouds,12.2188,125.4808,JM Lodge
536,Deer Lake,CA,49.86,broken clouds,49.1667,-57.4316,"Holiday Inn Express Deer Lake, an IHG Hotel"
537,Loiza,PR,80.58,scattered clouds,18.4313,-65.8802,Malibu Beachfront
538,Ambulu,ID,78.13,overcast clouds,-8.345,113.6058,Hotel Ambulu Jember
539,Kanniyakumari,IN,77.92,overcast clouds,8.0833,77.5667,Sparsa
543,Jining,CN,42.03,clear sky,35.405,116.5814,Yunhe Star Hotel
544,Aloleng,PH,81.57,overcast clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
545,Grand Gaube,MU,73.8,clear sky,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
546,Wanlaweyn,SO,74.37,moderate rain,2.6185,44.8938,GAASHAAN HOME
547,Wau,SS,76.15,broken clouds,7.7029,27.9953,Universal Gab Hotel
548,Athabasca,CA,40.82,scattered clouds,54.7169,-113.2854,Athabasca Lodge Motel
549,Ramos Arizpe,MX,52.66,overcast clouds,25.55,-100.9667,Mario's Inn
550,Bobo Dioulasso,BF,77.18,broken clouds,11.1771,-4.2979,RAN Hotel Somketa
551,Vavatenina,MG,71.1,overcast clouds,-17.4667,49.2,FARA Jean E. et TOMBO Berthine
555,Yunhe,CN,46.92,clear sky,34.0833,119.7167,Subei Hotel
556,Lagoa,PT,62.49,overcast clouds,39.05,-27.9833,Casa Das Faias
559,Half Moon Bay,US,66.11,few clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
561,Wanning,CN,69.21,overcast clouds,18.8003,110.3967,Paradise Hotel
562,Fort-Shevchenko,KZ,41.31,overcast clouds,44.5086,50.263,Oasis hotel Bautino
563,Nova Odesa,UA,45.88,overcast clouds,47.3078,31.7851,У Саши
565,Bacungan,PH,79.56,overcast clouds,9.9106,118.7022,Sumayang Property
566,Tarata,BO,62.02,overcast clouds,-17.6167,-66.0167,Hacienda castillo
567,Mpanda,TZ,64.06,light rain,-6.3655,31.0409,CH Hotel - Mpanda
568,Fukue,JP,52.16,few clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
569,Marsh Harbour,BS,74.53,scattered clouds,26.5412,-77.0636,Abaco Beach Resort
571,Tecpan,GT,61.56,overcast clouds,14.7623,-90.9947,San Ricardo Restaurante y Hotel
572,Dong Hoi,VN,68.5,overcast clouds,17.4833,106.6,Nam Long Hotel
574,Thomaston,US,50.49,clear sky,32.8882,-84.3266,Days Inn by Wyndham Thomaston
575,Dhidhdhoo,MV,81.07,overcast clouds,6.8833,73.1,Dhidhoo beach
577,Tottori,JP,46.47,broken clouds,35.5,134.2333,Hotel Monarque Tottori
579,Assiniboia,CA,42.71,scattered clouds,49.6334,-105.9845,Canalta Hotel Assiniboia
580,Barmer,IN,66.61,clear sky,25.75,71.3833,OYO 71911 Hotel Amber Palace
581,Nuzvid,IN,71.13,overcast clouds,16.7833,80.85,HI-TECH LODGE
582,Bima,ID,83.82,overcast clouds,-8.4667,118.7167,Lambitu Hotel
583,Cambrils,ES,45.1,clear sky,41.0748,1.0524,Sol Port Cambrils
584,Sinjai,ID,81.14,overcast clouds,-5.1241,120.253,Wisma Sandika
586,Saurimo,AO,62.71,overcast clouds,-9.6608,20.3916,Hotel Kawissa Saurimo
587,Chlorakas,CY,58.08,scattered clouds,34.8042,32.4083,Elysium Hotel
588,Ambilobe,MG,76.15,broken clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
589,Buala,SB,85.15,light rain,-8.145,159.5921,Maringe Lagoon Lodge
590,Kailua,US,87.78,scattered clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
591,Cardoso,BR,75.97,broken clouds,-20.0819,-49.9142,EmilioTur Pescaria
593,Atambua,ID,81.46,overcast clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
594,Lakes Entrance,AU,56.93,overcast clouds,-37.8811,147.981,The Esplanade Resort & Spa
598,Tabou,CI,79.11,light rain,4.423,-7.3528,hotêl doufoulougou
600,Arlington,US,55.38,clear sky,32.7357,-97.1081,817 Hotel Days Inn by Wyndham ATT Stadium/Texas Live
603,Ikwiriri,TZ,72.28,few clouds,-7.9562,38.9716,Greenland lodge
604,Tanabe,JP,52.81,broken clouds,33.7333,135.3667,美吉屋旅館
605,San Francisco,US,66.18,broken clouds,37.7749,-122.4194,The Clift Royal Sonesta Hotel
607,San Cristobal,VE,71.78,broken clouds,7.7669,-72.225,Posada Villaven C.A.
609,Sorong,ID,80.49,overcast clouds,-0.8833,131.25,Waigo Splash Hotel
610,China,MX,59.09,overcast clouds,25.7,-99.2333,González Reyes Artemio
611,Watsa,CD,62.69,broken clouds,3.0372,29.5355,Hôtel Le Pacifique
613,Pathein,MM,72.39,overcast clouds,16.7833,94.7333,New Pammawaddy Hotel
614,Gashua,NG,72.88,clear sky,12.871,11.0482,Forte Oil - Old Lorry Park
618,Vila,PT,40.08,overcast clouds,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
619,Mmabatho,ZA,60.76,overcast clouds,-25.85,25.6333,Mahikeng Guest Apartments
621,Zwedru,LR,72.73,light rain,6.0667,-8.1281,Elijah Worjloh
622,Bibiani,GH,71.76,scattered clouds,6.4635,-2.3194,Rodick Hotel
623,Praia,CV,77.54,clear sky,14.9215,-23.5087,LT Aparthotel
624,Almenara,BR,70.32,light rain,-16.1836,-40.6944,Pousada Estância
626,Umm Lajj,SA,77.49,clear sky,25.0213,37.2685,Moon light Furnished Units
627,Sala Consilina,IT,49.53,overcast clouds,40.3912,15.5989,Palazzo Grammatico
629,Conde,BR,80.06,few clouds,-7.2597,-34.9075,Pousada Beija Flor
630,Rocha,UY,62.67,clear sky,-34.4833,-54.3333,Hotel Arrarte
631,Mongo,TD,75.51,clear sky,12.1844,18.693,Résidences du Programme FIDA
632,Port Keats,AU,87.44,overcast clouds,-14.25,129.55,TDC Village (Hundred Man Camp)
633,Shingu,JP,52.79,clear sky,33.7333,135.9833,Shingu UI Hotel
635,Whyalla,AU,64.29,clear sky,-33.0333,137.5833,Foreshore Motor Inn
636,San Rafael,AR,80.8,clear sky,-34.6177,-68.3301,Hotel San Rafael
638,Pangkalanbuun,ID,77.16,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
639,Omboue,GA,77.59,overcast clouds,-1.5746,9.2618,Hotel Olako
641,Whittlesea,ZA,53.98,overcast clouds,-32.1759,26.8244,Eddie's Nest B&B
642,Ulladulla,AU,56.3,light rain,-35.35,150.4667,Sandpiper Motel
643,Waingapu,ID,84.13,broken clouds,-9.6567,120.2641,Pondok Wisata Elim
645,Ures,MX,65.59,overcast clouds,29.4333,-110.4,Hotel HACIENDA San Francisco
646,Kavieng,PG,84.49,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
648,Batemans Bay,AU,55.42,light rain,-35.7167,150.1833,Batemans Bay Marina Resort
650,Takoradi,GH,79.47,scattered clouds,4.8845,-1.7554,Raybow International Hotel
651,Talcahuano,CL,58.68,clear sky,-36.7167,-73.1167,departamento comodo
655,Tamandare,BR,79.02,scattered clouds,-8.7597,-35.1047,Pousada 100 Passos
656,Ahipara,NZ,70.52,clear sky,-35.1667,173.1667,Ahipara Holiday Park
657,Port Hedland,AU,89.65,few clouds,-20.3167,118.5667,The Esplanade Hotel
660,West Plains,US,47.88,clear sky,36.7281,-91.8524,West Plains Motel
662,Sonoita,MX,71.08,clear sky,31.85,-112.8333,Hotel Nora
664,Jishou,CN,49.1,clear sky,28.3167,109.7167,7 Days Inn
665,Kununurra,AU,87.78,broken clouds,-15.7667,128.7333,Hotel Kununurra
666,Rewari,IN,56.98,clear sky,28.1833,76.6167,Shree Ram Palace Hotel & Benquet
667,Todos Santos,MX,75.76,overcast clouds,23.45,-110.2167,Hotel California Todos Santos
668,Kieta,PG,85.89,broken clouds,-6.2167,155.6333,Uruna Bay Retreat
669,Poso,ID,81.7,overcast clouds,-1.3959,120.7524,Hotel 77 Poso
670,Jacareacanga,BR,75.51,broken clouds,-6.2222,-57.7528,Casa do Ian😎
671,Simao,CN,54.3,scattered clouds,22.7886,100.9748,Changyu Hotel
672,Fasa,IR,47.44,clear sky,28.9383,53.6482,Fasa University Boys' Dormitory
673,Channel-Port Aux Basques,CA,46.13,broken clouds,47.5702,-59.1367,St. Christopher's Hotel
675,Alanya,TR,57.33,broken clouds,36.5438,31.9998,Panorama Hotel
676,Florence,IT,51.89,scattered clouds,43.7667,11.25,Italiana Hotels Florence
677,Vangaindrano,MG,67.33,light rain,-23.35,47.6,Hotel Fanilo
678,Launceston,AU,58.64,scattered clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
679,Manokwari,ID,82.96,broken clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
680,Yola,NG,75.96,few clouds,9.2,12.4833,Muna Hotel
681,Jaipur,IN,61.92,haze,26.9167,75.8167,Naila Bagh Palace
682,Tucurui,BR,76.89,broken clouds,-3.7661,-49.6725,BBB Rooms Centro Tucurui PA
684,Trinidad,BO,75.18,overcast clouds,-14.8333,-64.9,Hotel Piesta
685,Ca Mau,VN,74.53,moderate rain,9.1769,105.15,Khách Sạn Mường Thanh Luxury Cà Mau
689,Punta Alta,AR,70.09,clear sky,-38.8759,-62.0736,Center Hotel Punta Alta
690,Plettenberg Bay,ZA,63.57,overcast clouds,-34.0527,23.3716,Thanda Vista B&B
691,Axim,GH,78.93,scattered clouds,4.8699,-2.2405,Axim Beach Resort And Spa
692,Bambanglipuro,ID,79.97,light rain,-7.95,110.2833,Puri Brata
694,Necochea,AR,55.38,clear sky,-38.5473,-58.7368,dyd -mar Hotel
697,Sicamous,CA,47.37,overcast clouds,50.8331,-118.9856,Best Western Sicamous Inn
698,Manicore,BR,76.44,moderate rain,-5.8092,-61.3003,Hotel Durval
700,Descalvado,BR,68.88,broken clouds,-21.9039,-47.6194,Hotel Descalvado
701,Galesong,ID,78.82,overcast clouds,-5.3166,119.3661,Sapriadi Appy
704,Yeppoon,AU,82.18,overcast clouds,-23.1333,150.7333,Villa Mar Colina
705,Puerto Asis,CO,72.3,scattered clouds,0.5133,-76.5007,Ayawaska Hostal
707,Linqing,CN,40.46,clear sky,36.8456,115.7117,Dongfang Hotel
709,Nguruka,TZ,62.92,broken clouds,-5.1092,31.0419,RUSULI LODGE
710,Bundaberg,AU,82.69,broken clouds,-24.85,152.35,Takalvan Motel
